0,1948074,1948074,180.00,180.00,0.00,0.00
0,4000,1952074,180.00,180.00,0.00,0.00
0,4000,1956074,180.00,180.00,0.00,0.00
0,4000,1960074,180.00,180.00,0.00,0.00
0,4000,1964074,180.00,180.00,0.00,0.00
0,4000,1968074,180.00,180.00,0.00,0.00
0,4000,1972074,180.00,180.00,0.00,0.00
0,4000,1976074,180.00,180.00,0.00,0.00
0,4000,1980074,180.00,180.00,0.00,0.00
0,4000,1984074,180.12,180.00,0.00,4000.00
0,4000,1988074,180.24,180.00,0.00,4000.00
0,4000,1992074,180.36,180.00,0.00,4000.00
0,4000,1996074,180.48,180.00,0.00,4000.00
0,4000,2000074,180.60,180.00,0.00,4000.00
0,4000,2004074,180.72,180.00,0.00,4000.00
0,4000,2008074,180.84,180.00,0.00,4000.00
0,4000,2012074,180.96,180.00,0.00,4000.00
0,4000,2016074,181.08,180.00,0.00,4000.00
0,4000,2020074,181.20,180.00,0.00,4000.00
0,4000,2024074,181.32,180.00,0.00,4000.00
0,4000,2028074,181.44,179.87,-10.77,4000.00
0,4000,2032074,181.56,180.13,10.77,4000.00
0,4000,2036074,181.68,180.52,16.15,4000.00
0,4000,2040074,181.80,181.03,16.15,4000.00
0,4000,2044074,181.92,181.42,21.54,4000.00
0,4000,2048074,182.04,181.81,16.15,4000.00
0,4000,2052074,182.16,182.33,21.54,4000.00
0,4000,2056074,182.28,182.58,10.77,4000.00
0,4000,2060074,182.40,182.97,16.15,4000.00
0,4000,2064074,182.52,183.23,10.77,4000.00
0,4000,2068074,182.64,183.49,10.77,4000.00
0,4000,2072074,182.76,183.75,10.77,4000.00
0,4000,2076074,182.88,184.01,10.77,4000.00
0,4000,2080074,183.00,184.13,5.38,4000.00
0,4000,2084074,183.12,184.13,0.00,4000.00
0,4000,2088074,183.24,184.13,0.00,4000.00
0,4000,2092074,183.36,183.88,-10.77,4000.00
0,4000,2096074,183.48,183.75,-5.38,4000.00
0,4000,2100074,183.60,183.62,-5.38,4000.00
0,4000,2104074,183.72,183.36,-10.77,4000.00
0,4000,2108074,183.84,183.23,-5.38,4000.00
0,4000,2112074,183.96,183.10,-5.38,4000.00
0,4000,2116074,184.08,182.97,-5.38,4000.00
0,4000,2120074,184.20,182.84,-5.38,4000.00
0,4000,2124074,184.32,182.84,0.00,4000.00
0,4000,2128074,184.44,182.97,5.38,4000.00
0,4000,2132074,184.56,183.10,5.38,4000.00
0,4000,2136074,184.68,183.49,16.15,4000.00
0,4000,2140074,184.80,183.88,16.15,4000.00
0,4000,2144074,184.92,184.13,10.77,4000.00
0,4000,2148074,185.04,184.52,16.15,4000.00
0,4000,2152074,185.16,184.78,10.77,4000.00
0,4000,2156074,185.28,185.04,10.77,4000.00
0,4000,2160074,185.40,185.30,10.77,4000.00
0,4000,2164074,185.52,185.56,5.38,4000.00
0,4000,2168074,185.64,185.69,10.77,4000.00
0,4000,2172074,185.76,185.81,5.38,4000.00
0,4000,2176074,185.88,185.94,5.38,4000.00
0,4000,2180074,186.00,185.94,0.00,4000.00
0,4000,2184074,186.12,186.07,5.38,4000.00
0,4000,2188074,186.24,186.07,0.00,4000.00
0,4000,2192074,186.36,186.07,0.00,4000.00
0,4000,2196074,186.48,185.94,-5.38,4000.00
0,4000,2200074,186.60,185.94,0.00,4000.00
0,4000,2204074,186.72,185.94,0.00,4000.00
0,4000,2208074,186.84,185.94,0.00,4000.00
0,4000,2212074,186.96,185.94,0.00,4000.00
0,4000,2216074,187.08,185.81,-5.38,4000.00
0,4000,2220074,187.20,185.94,5.38,4000.00
0,4000,2224074,187.32,186.07,5.38,4000.00
0,4000,2228074,187.44,186.33,10.77,4000.00
0,4000,2232074,187.56,186.59,10.77,4000.00
0,4000,2236074,187.68,186.98,16.15,4000.00
0,4000,2240074,187.80,187.24,10.77,4000.00
0,4000,2244074,187.92,187.37,5.38,4000.00
0,4000,2248074,188.04,187.62,10.77,4000.00
0,4000,2252074,188.16,187.75,5.38,4000.00
0,4000,2256074,188.28,187.88,5.38,4000.00
0,4000,2260074,188.40,187.88,0.00,4000.00
0,4000,2264074,188.52,188.01,5.38,4000.00
0,4000,2268074,188.64,188.01,0.00,4000.00
0,4000,2272074,188.76,187.88,-5.38,4000.00
0,4000,2276074,188.88,187.88,0.00,4000.00
0,4000,2280074,189.00,187.75,-5.38,4000.00
0,4000,2284074,189.12,187.75,0.00,4000.00
0,4000,2288074,189.24,187.88,5.38,4000.00
0,4000,2292074,189.36,188.01,5.38,4000.00
0,4000,2296074,189.48,188.14,5.38,4000.00
0,4000,2300074,189.60,188.40,10.77,4000.00
0,4000,2304074,189.72,188.79,16.15,4000.00
0,4000,2308074,189.84,189.04,10.77,4000.00
0,4000,2312074,189.96,189.30,10.77,4000.00
0,4000,2316074,190.08,189.56,10.77,4000.00
0,4000,2320074,190.20,189.69,5.38,4000.00
0,4000,2324074,190.32,189.82,5.38,4000.00
0,4000,2328074,190.44,189.82,0.00,4000.00
0,4000,2332074,190.56,189.95,5.38,4000.00
0,4000,2336074,190.68,189.95,0.00,4000.00
0,4000,2340074,190.80,189.95,0.00,4000.00
0,4000,2344074,190.92,189.82,-5.38,4000.00
0,4000,2348074,191.04,189.82,0.00,4000.00
0,4000,2352074,191.16,189.95,5.38,4000.00
0,4000,2356074,191.28,190.08,5.38,4000.00
0,4000,2360074,191.40,190.34,10.77,4000.00
0,4000,2364074,191.52,190.47,5.38,4000.00
0,4000,2368074,191.64,190.85,16.15,4000.00
0,4000,2372074,191.76,191.11,10.77,4000.00
0,4000,2376074,191.88,191.37,10.77,4000.00
0,4000,2380074,192.00,191.50,5.38,4000.00
0,4000,2384074,192.12,191.63,5.38,4000.00
0,4000,2388074,192.24,191.76,5.38,4000.00
0,4000,2392074,192.36,191.76,0.00,4000.00
0,4000,2396074,192.48,191.76,0.00,4000.00
0,4000,2400074,192.60,191.76,0.00,4000.00
0,4000,2404074,192.72,191.63,-5.38,4000.00
0,4000,2408074,192.84,191.63,0.00,4000.00
0,4000,2412074,192.96,191.76,5.38,4000.00
0,4000,2416074,193.08,191.89,5.38,4000.00
0,4000,2420074,193.20,192.02,5.38,4000.00
0,4000,2424074,193.32,192.15,5.38,4000.00
0,4000,2428074,193.44,192.53,16.15,4000.00
0,4000,2432074,193.56,192.79,10.77,4000.00
0,4000,2436074,193.68,192.92,5.38,4000.00
0,4000,2440074,193.80,193.18,10.77,4000.00
0,4000,2444074,193.92,193.18,0.00,4000.00
0,4000,2448074,194.04,193.31,5.38,4000.00
0,4000,2452074,194.16,193.31,0.00,4000.00
0,4000,2456074,194.28,193.31,0.00,4000.00
0,4000,2460074,194.40,193.18,-5.38,4000.00
0,4000,2464074,194.52,193.18,0.00,4000.00
0,4000,2468074,194.64,193.18,0.00,4000.00
0,4000,2472074,194.76,193.31,5.38,4000.00
0,4000,2476074,194.88,193.44,5.38,4000.00
0,4000,2480074,195.00,193.70,10.77,4000.00
0,4000,2484074,195.12,193.95,10.77,4000.00
0,4000,2488074,195.24,194.21,10.77,4000.00
0,4000,2492074,195.36,194.47,10.77,4000.00
0,4000,2496074,195.48,194.86,16.15,4000.00
0,4000,2500074,195.60,195.12,10.77,4000.00
0,4000,2504074,195.72,195.25,5.38,4000.00
0,4000,2508074,195.84,195.38,5.38,4000.00
0,4000,2512074,195.96,195.51,5.38,4000.00
0,4000,2516074,196.08,195.51,0.00,4000.00
0,4000,2520074,196.20,195.51,0.00,4000.00
0,4000,2524074,196.32,195.38,-5.38,4000.00
0,4000,2528074,196.44,195.25,-5.38,4000.00
0,4000,2532074,196.56,195.25,0.00,4000.00
0,4000,2536074,196.68,195.25,0.00,4000.00
0,4000,2540074,196.80,195.38,5.38,4000.00
0,4000,2544074,196.92,195.51,5.38,4000.00
0,4000,2548074,197.04,195.63,5.38,4000.00
0,4000,2552074,197.16,195.89,10.77,4000.00
0,4000,2556074,197.28,196.15,10.77,4000.00
0,4000,2560074,197.40,196.41,10.77,4000.00
0,4000,2564074,197.52,196.67,10.77,4000.00
0,4000,2568074,197.64,196.80,5.38,4000.00
0,4000,2572074,197.76,197.06,10.77,4000.00
0,4000,2576074,197.88,197.06,0.00,4000.00
0,4000,2580074,198.00,197.06,0.00,4000.00
0,4000,2584074,198.12,197.06,0.00,4000.00
0,4000,2588074,198.24,197.06,0.00,4000.00
0,4000,2592074,198.36,197.06,0.00,4000.00
0,4000,2596074,198.48,197.19,5.38,4000.00
0,4000,2600074,198.60,197.31,5.38,4000.00
0,4000,2604074,198.72,197.44,5.38,4000.00
0,4000,2608074,198.84,197.70,10.77,4000.00
0,4000,2612074,198.96,197.96,10.77,4000.00
0,4000,2616074,199.08,198.22,5.38,4000.00
0,4000,2620074,199.20,198.35,10.77,4000.00
